Press Release Identifier,Headline,Subhead,Date,url,Press Release,Year
2024 | Entry No. 557,Attorney General Ellison shuts down 17 sham nonprofits involved in federal child nutrition fraud,"The court-ordered dissolutions will protect the public from further fraudulent use of the 17 nonprofits, which were used to steal funds intended to feed children during the COVID-19 pandemic",16-May-24,https://www.ag.state.mn.us/Office/Communications/2024/05/16_FederalChildNutritionFraud.asp,https://www.ag.state.mn.us/Office/Communications/2024/05/16_FederalChildNutritionFraud.asp,2024
2024 | Entry No. 558,Attorney General Ellison reaches settlement with Dolan Printing over non-compete agreements,Dolan Printing to release current and former workers from pre-existing non-compete agreements,16-May-24,https://www.ag.state.mn.us/Office/Communications/2024/05/16_DolanPrinting.asp,https://www.ag.state.mn.us/Office/Communications/2024/05/16_DolanPrinting.asp,2024
2024 | Entry No. 559,Attorney General Ellison commends Senate for final passage of the Debt Fairness Act,"Act reforms medical debt collection, wage garnishment, and bankruptcy, including banning automatic transfer of medical debt to one’s spouse and banning denying necessary medical care over unpaid bills",16-May-24,https://www.ag.state.mn.us/Office/Communications/2024/05/16_DebtFairnessAct.asp,https://www.ag.state.mn.us/Office/Communications/2024/05/16_DebtFairnessAct.asp,2024
2024 | Entry No. 560,"Attorney General Ellison, lawmakers, and other leaders commend legislature for passing bill to combat employer misclassification fraud","Employer misclassification fraud happens when an employer incorrectly classifies a full-time employee as an independent contractor, resulting in that employee losing access to important rights, benefits, and protections, like overtime pay, workers compensation, earned sick and safe time, and more.",20-May-24,https://www.ag.state.mn.us/Office/Communications/2024/05/20_EmployerMisclassification.asp,https://www.ag.state.mn.us/Office/Communications/2024/05/20_EmployerMisclassification.asp,2024
2024 | Entry No. 561,Attorney General Ellison joins federal antitrust lawsuit against Live Nation,"Joins DOJ and bipartisan coalition of 30 AGs in alleging Live Nation, owner of Ticketmaster, has illegally monopolized the live-entertainment industry",23-May-24,https://www.ag.state.mn.us/Office/Communications/2024/05/23_LiveNation.asp,https://www.ag.state.mn.us/Office/Communications/2024/05/23_LiveNation.asp,2024
2024 | Entry No. 562,Attorney General Ellison reaches settlement with medical device manufacturer over time-shaving,Attorney General alleges Spectrum Plastics Group rounded time to the disadvantage of its employees,28-May-24,https://www.ag.state.mn.us/Office/Communications/2024/05/28_Spectrum.asp,https://www.ag.state.mn.us/Office/Communications/2024/05/28_Spectrum.asp,2024
2024 | Entry No. 563,Attorney General Ellison warns Minnesotans to avoid contract for deed pitfalls and scams,"The warning is part of the Attorney General’s monthly Scam Stopper series, aiming to help protect Minnesota consumers from fraud.",29-May-24,https://www.ag.state.mn.us/Office/Communications/2024/05/29_ContractForDeed.asp,https://www.ag.state.mn.us/Office/Communications/2024/05/29_ContractForDeed.asp,2024
2024 | Entry No. 564,Attorney General Ellison calls for DOJ investigation into murder of Garrett Foster following Texas pardon,Garrett Foster was protesting racial injustice when he was shot and killed by Daniel Perry in July 2020; Perry was convicted in April 2023 but pardoned by Texas governor earlier this month,29-May-24,https://www.ag.state.mn.us/Office/Communications/2024/05/29_Perry.asp,https://www.ag.state.mn.us/Office/Communications/2024/05/29_Perry.asp,2024
2024 | Entry No. 565,Attorney General Ellison reaches settlement with NCAA over transfer rule,NCAA will not require Division I student athletes to wait a year to compete simply for transferring schools,30-May-24,https://www.ag.state.mn.us/Office/Communications/2024/05/30_NCAA.asp,https://www.ag.state.mn.us/Office/Communications/2024/05/30_NCAA.asp,2024
2024 | Entry No. 566,"Online retailer agrees to 10-year ban after scamming seniors, disabled people","Upright Cane and owner Caelan Nwokeuku sold walkers and scooters to seniors and disabled Minnesotans, largely those living in Greater Minnesota, but failed to deliver a single one; will pay $50K in fines and restitution",3-Jun-24,https://www.ag.state.mn.us/Office/Communications/2024/06/03_UprightCane.asp,https://www.ag.state.mn.us/Office/Communications/2024/06/03_UprightCane.asp,2024
2024 | Entry No. 567,Attorney General Ellison adds claim against Fleet Farm for violating the Minnesota Gun Control Act,"Court also authorizes Attorney General to seek civil penalties, fees, and costs from Fleet Farm; affirms Attorney General’s broad civil powers to protect Minnesotans from unfair and unlawful conduct",3-Jun-24,https://www.ag.state.mn.us/Office/Communications/2024/06/03_FleetFarm.asp,https://www.ag.state.mn.us/Office/Communications/2024/06/03_FleetFarm.asp,2024
2024 | Entry No. 568,Attorney General’s Office completes prosecutions related to murder of Zaria McKeever,Eriana Haynes and Tavion James sentenced today after guilty pleas to aiding an offender in brutal November 2022 slaying,5-Jun-24,https://www.ag.state.mn.us/Office/Communications/2024/06/05_McKeever.asp,https://www.ag.state.mn.us/Office/Communications/2024/06/05_McKeever.asp,2024
2024 | Entry No. 569,Conviction Review Unit recommends first-degree murder conviction be vacated after 23 years,Brian Pippitt files motion in Aitkin County to vacate 2001 conviction,6-Jun-24,https://www.ag.state.mn.us/Office/Communications/2024/06/06_Pippitt.asp,https://www.ag.state.mn.us/Office/Communications/2024/06/06_Pippitt.asp,2024
2024 | Entry No. 570,Attorney General Ellison leads effort asking Supreme Court to rule on states’ authority to regulate pharmacy benefit managers,Leads another bipartisan coalition of 32 AGs in requesting high court review Oklahoma’s authority to regulate abusive behavior of PBMs,10-Jun-24,https://www.ag.state.mn.us/Office/Communications/2024/06/10_PCMA.asp,https://www.ag.state.mn.us/Office/Communications/2024/06/10_PCMA.asp,2024
2024 | Entry No. 571,Attorney General Ellison reaches $700 million nationwide settlement against Johnson & Johnson,J&J will pay Minnesota more than $10 million and stop manufacturing and selling talc products,11-Jun-24,https://www.ag.state.mn.us/Office/Communications/2024/06/11_JohnsonJohnson.asp,https://www.ag.state.mn.us/Office/Communications/2024/06/11_JohnsonJohnson.asp,2024
2024 | Entry No. 572,Attorney General Ellison celebrates signing of Debt Fairness Act,"New law reforms medical-debt collection, wage garnishment, and bankruptcy, including banning automatic transfer of medical debt to one’s spouse, banning reporting medical debt to credit bureaus, and banning denying necessary medical care over unpaid bills",17-Jun-24,https://www.ag.state.mn.us/Office/Communications/2024/06/17_DebtFairness.asp,https://www.ag.state.mn.us/Office/Communications/2024/06/17_DebtFairness.asp,2024
2024 | Entry No. 573,Attorney General Ellison charges five with stealing more than $10M in two Medicaid fraud prosecutions,"Three charged with more than $9M in fraud as part of Office’s largest-ever prosecution; two others charged with $1.4M in fraud in connection with separate, multi-year prosecution",19-Jun-24,https://www.ag.state.mn.us/Office/Communications/2024/06/19_MedicaidFraud.asp,https://www.ag.state.mn.us/Office/Communications/2024/06/19_MedicaidFraud.asp,2024
2024 | Entry No. 574,Attorney General’s Office named a top workplace in Minnesota for fourth year in a row,Office received special recognition for leadership among midsize employers,20-Jun-24,https://www.ag.state.mn.us/Office/Communications/2024/06/20_TopWorkplace.asp,https://www.ag.state.mn.us/Office/Communications/2024/06/20_TopWorkplace.asp,2024
2024 | Entry No. 575,Attorney General Ellison wins $128K in refunds for waste-disposal company consumers over undisclosed fees,Investigation found waste disposal company Republic Services failed to properly disclose fees to consumers; settlement will require disclosure moving forward,28-Jun-24,https://www.ag.state.mn.us/Office/Communications/2024/06/28_AlliedWasteServices.asp,https://www.ag.state.mn.us/Office/Communications/2024/06/28_AlliedWasteServices.asp,2024
2024 | Entry No. 576,Attorney General Ellison moves to recover $58M in Big Tobacco underpayments under Minnesota’s historic tobacco settlement,"Alleges Philip Morris misrepresented settlement requirements to payment administrator; moves to recover underpayments, interest, and civil penalties, and prevent future underpayments",3-Jul-24,https://www.ag.state.mn.us/Office/Communications/2024/07/03_TobaccoSettlement.asp,https://www.ag.state.mn.us/Office/Communications/2024/07/03_TobaccoSettlement.asp,2024
2024 | Entry No. 577,Attorney General Ellison shares resources available to consumers following the Change Healthcare cyberattack,Change Healthcare offering Minnesotans two years of credit monitoring and identity theft protections,10-Jul-24,https://www.ag.state.mn.us/Office/Communications/2024/07/10_ChangeHealthcare.asp,https://www.ag.state.mn.us/Office/Communications/2024/07/10_ChangeHealthcare.asp,2024
2024 | Entry No. 578,Attorney General Ellison takes actions to protect consumers from deceptive conduct in the solar industry,Ellison obtains four new settlements with multiple entities regarding deceptive practices and misleading residential solar panel advertisements,17-Jul-24,https://www.ag.state.mn.us/Office/Communications/2024/07/17_Solar.asp,https://www.ag.state.mn.us/Office/Communications/2024/07/17_Solar.asp,2024
2024 | Entry No. 579,Attorney General Ellison secures more low-cost insulin for Minnesotans,"Insulin manufacturer Sanofi agrees to cap out-of-pocket cost of its insulin products at $35 per monthly prescription, and provide free insulin to the neediest Minnesotans, for five years, in settlement of 2018 lawsuit",23-Jul-24,https://www.ag.state.mn.us/Office/Communications/2024/07/23_Sanofi.asp,https://www.ag.state.mn.us/Office/Communications/2024/07/23_Sanofi.asp,2024
2024 | Entry No. 580,Attorney General Ellison celebrates signing of employer misclassification fraud bill,New bill makes it harder for employers to incorrectly classify employees as independent contractors,25-Jul-24,https://www.ag.state.mn.us/Office/Communications/2024/07/25_MisclassificationFraud.asp,https://www.ag.state.mn.us/Office/Communications/2024/07/25_MisclassificationFraud.asp,2024
2024 | Entry No. 581,Attorney General Ellison asks court to review decision allowing 18-year-olds to obtain open-carry gun permits,"Petitions entire 8th Circuit Court of Appeals to review three-judge panel decision ruling that 18- to 20-year-olds may obtain permits to open-carry pistols in Minnesota, contrary to longstanding Minnesota law and historical tradition",30-Jul-24,https://www.ag.state.mn.us/Office/Communications/2024/07/30_OpenCarry.asp,https://www.ag.state.mn.us/Office/Communications/2024/07/30_OpenCarry.asp,2024
2024 | Entry No. 582,Attorney General Ellison ends unfair labor practices at major auto services company,Valvoline ends non-compete agreements which banned employees from working at another oil change business within 100 miles for one year after leaving company,31-Jul-24,https://www.ag.state.mn.us/Office/Communications/2024/07/31_Valvoline.asp,https://www.ag.state.mn.us/Office/Communications/2024/07/31_Valvoline.asp,2024
2024 | Entry No. 583,Attorney General Ellison warns Minnesotans about telemarketing scams,"The warning is part of the Attorney General’s monthly Scam Stopper series, aiming to help protect Minnesota consumers from fraud.",31-Jul-24,https://www.ag.state.mn.us/Office/Communications/2024/07/31_TelemarketingScams.asp,https://www.ag.state.mn.us/Office/Communications/2024/07/31_TelemarketingScams.asp,2024
2024 | Entry No. 584,Attorney General Ellison obtains compensation for homeowners who lost their equity when in foreclosure,"Dwell Equities, LLC will pay Minnesota almost $240,000 and stop purchasing residential homes and equities in foreclosure proceedings",1-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/01_Dwell.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/01_Dwell.asp,2024
2024 | Entry No. 585,"Attorney General Ellison reaches settlement with Reynolds, Walmart over deceptive marketing of ‘recycling’ bags that are not recyclable","Companies to stop selling products in Minnesota for 2 ½ years, can reenter market only if bags are clearly marked as non-recyclable; will also pay $200K, equivalent of 100% of profits",1-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/01_RecyclingBags.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/01_RecyclingBags.asp,2024
2024 | Entry No. 586,Attorney General Ellison reaches settlement with youth soccer nonprofit to address violations of charities laws,"All In Minnesota failed to meet board governance requirements, including financial controls and board scrutiny of conflicted transactions",2-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/02_AllInMinnesota.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/02_AllInMinnesota.asp,2024
2024 | Entry No. 587,Attorney General’s Office secures 1st degree and 2nd degree murder convictions in Benton County,"Jury convicts Michael Carpenter of all charges, including premeditated and intentional murder, following October 2022 killing of Nicole Hammond",5-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/05_Carpenter.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/05_Carpenter.asp,2024
2024 | Entry No. 588,Attorney General Ellison successfully defends Restore the Vote Act,Minnesota Supreme Court unanimously rejects attempt to disenfranchise Minnesotans,7-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/07_RestoreTheVote.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/07_RestoreTheVote.asp,2024
2024 | Entry No. 589,Free insulin now flowing to Minnesota clinics,"Insulin manufacturer Eli Lilly and nonprofit Direct Relief partnering with nine clinics to provide free insulin throughout Minnesota, thanks to settlement AG Ellison negotiated",15-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/15_Insulin.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/15_Insulin.asp,2024
2024 | Entry No. 590,Attorney General Ellison’s report on social media’s effect on young people wins national award,National Conference of State Legislatures recognizes report with 2024 Notable Document Award; second time AG’s Office so honored,20-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/20_Award.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/20_Award.asp,2024
2024 | Entry No. 591,Conviction Review Unit recommends 2009 Hennepin County murder conviction be vacated,"After three-year investigation, CRU issues 293-page report highlighting exculpatory evidence jury never heard, inaccuracies in how evidence was presented to jury",21-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/21_Barrientos.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/21_Barrientos.asp,2024
2024 | Entry No. 592,Attorney General Ellison sues RealPage for algorithmic pricing scheme that harms renters,Joins DOJ and seven states alleging RealPage’s pricing algorithm violates antitrust laws,23-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/23_RealPage.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/23_RealPage.asp,2024
2024 | Entry No. 593,Attorney General Keith Ellison warns against continued sales of unauthorized e-cigarettes and nicotine pouches,"Letter to 5,000 distributors and retailers requests they stop selling unauthorized and illegal products; details the harm to youth from marketing and sale of unauthorized flavored tobacco products, consequences under federal and state law",29-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/29_VapingProducts.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/29_VapingProducts.asp,2024
2024 | Entry No. 594,"Attorney General Ellison requires fundraiser to pay back charity, bars founders from all future fundraising","Minnesota Attorney General Keith Ellison announced that he has reached a settlement with professional fundraiser Ride to The Chip, LLC and its founders",30-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/30_RTTC.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/30_RTTC.asp,2024
2024 | Entry No. 595,Attorney General Ellison issues consumer alert about Lumber Liquidators bankruptcy,"Chanhassen, Rochester, and St. Cloud stores to close as part of company’s bankruptcy restructuring",30-Aug-24,https://www.ag.state.mn.us/Office/Communications/2024/08/30_LumberLiquidators.asp,https://www.ag.state.mn.us/Office/Communications/2024/08/30_LumberLiquidators.asp,2024
2024 | Entry No. 596,"Attorney General Ellison sues online retailer for selling $900K in products he didn’t deliver, advertising charitable support he didn’t provide","Files lawsuit against William Shocinski, Jr. and multiple businesses he has owned for thousands of violations of Minnesota’s consumer protection laws",4-Sep-24,https://www.ag.state.mn.us/Office/Communications/2024/09/04_Shocinski.asp,https://www.ag.state.mn.us/Office/Communications/2024/09/04_Shocinski.asp,2024
2024 | Entry No. 597,Attorney General Ellison issues inaugural ‘Working for Workers’ report,Report highlights ways Office helps workers fight wage theft; to be issued annually around Labor Day,6-Sep-24,https://www.ag.state.mn.us/Office/Communications/2024/09/06_WorkingForWorkers.asp,https://www.ag.state.mn.us/Office/Communications/2024/09/06_WorkingForWorkers.asp,2024
2024 | Entry No. 598,Attorney General Ellison secures relief for asylum seekers harmed by immigration attorney’s misrepresentations,"Settlement secures roughly $100,000 in refunds for dozens of immigrants who paid for legal services not properly rendered",10-Sep-24,https://www.ag.state.mn.us/Office/Communications/2024/09/10_DPB.asp,https://www.ag.state.mn.us/Office/Communications/2024/09/10_DPB.asp,2024
2024 | Entry No. 599,Attorney General Ellison shuts down nonprofit accused of being a conduit for fraud,Investigation found misuse by founder and president Mekfira Hussein of Shamsia Hopes’ charitable assets,17-Sep-24,https://www.ag.state.mn.us/Office/Communications/2024/09/17_ShamsiaHopes.asp,https://www.ag.state.mn.us/Office/Communications/2024/09/17_ShamsiaHopes.asp,2024
2024 | Entry No. 600,Attorney General Ellison warns of growing reports of mortgage assistance scams,"The warning is part of the Attorney General’s monthly Scam Stopper series, aiming to help protect Minnesota consumers from common scams",19-Sep-24,https://www.ag.state.mn.us/Office/Communications/2024/09/19_MortgageAssistanceScams.asp,https://www.ag.state.mn.us/Office/Communications/2024/09/19_MortgageAssistanceScams.asp,2024
2024 | Entry No. 601,Michael Carpenter sentenced to life in prison for murder of Nicole Hammond,Carpenter convicted of 1st degree premeditated murder; received statutory sentence of life imprisonment without release,20-Sep-24,https://www.ag.state.mn.us/Office/Communications/2024/09/20_Carpenter.asp,https://www.ag.state.mn.us/Office/Communications/2024/09/20_Carpenter.asp,2024
2024 | Entry No. 602,Attorney General Ellison seeks court oversight over Rainbow Health dissolution,Attorney General seeks court supervision over Rainbow Health to ensure orderly disposition of nonprofit assets,25-Sep-24,https://www.ag.state.mn.us/Office/Communications/2024/09/25_RainbowHealth.asp,https://www.ag.state.mn.us/Office/Communications/2024/09/25_RainbowHealth.asp,2024
2024 | Entry No. 603,Attorney General Ellison sues telemarketing and real estate sales company for deceiving homeowners and suing their heirs,"MV Realty promised quick cash for homeowners in exchange for serving as eventual realtor, unlawfully hid egregious and unfair contract details",25-Sep-24,https://www.ag.state.mn.us/Office/Communications/2024/09/25_MVRealty.asp,https://www.ag.state.mn.us/Office/Communications/2024/09/25_MVRealty.asp,2024
2024 | Entry No. 604,Attorney General Ellison supports federal regulations on gun trafficking,Joins 22 AGs in supporting ATF rule to curb gun trafficking,27-Sep-24,https://www.ag.state.mn.us/Office/Communications/2024/09/27_GunTrafficking.asp,https://www.ag.state.mn.us/Office/Communications/2024/09/27_GunTrafficking.asp,2024
2024 | Entry No. 605,Attorney General Ellison celebrates the start of the Debt Fairness Act,"As of October 1, medical debt will no longer be automatically transferred to one’s spouse, cannot be used to deny medically necessary care, can no longer be reported to credit reporting agencies",2-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/02_DebtFairnessAct.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/02_DebtFairnessAct.asp,2024
2024 | Entry No. 606,Attorney General Ellison files fraud lawsuit to protect Somali immigrant families,Ellison sues property development company in response to reports of fraud from the public,2-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/02_Nolosha.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/02_Nolosha.asp,2024
2024 | Entry No. 607,"Attorney General Ellison releases guidance on voting safely and free from intimidation and misinformation, along with new elections report form",“Know Your Rights” webpage and elections report form now public on Attorney General’s sites,3-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/03_VotingRights.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/03_VotingRights.asp,2024
2024 | Entry No. 608,Attorney General Ellison wins protections for dairy workers in major wage theft action,"Settlement with Evergreen Dairy to bring employee housing up to code, document pay terms and conditions of employment, pay $250K in back wages",3-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/03_Evergreen.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/03_Evergreen.asp,2024
2024 | Entry No. 609,Elizabeth Odette to chair national antitrust task force,Minnesota Assistant AG selected as chair of Multistate Antitrust Task Force of bipartisan National Association of Attorneys General,4-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/04_Odette.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/04_Odette.asp,2024
2024 | Entry No. 610,Bipartisan coalition of attorneys general seek court enforcement as TikTok fails to preserve and produce evidence in multistate investigation,Attorney General Ellison and the bipartisan coalition began an investigation into TikTok in 2022 to determine whether TikTok is violating state consumer protection laws in ways that have fueled the ongoing crisis in the mental health of children and teens.,8-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/08_TikTok.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/08_TikTok.asp,2024
2024 | Entry No. 611,Attorney General Ellison reaches data-breach settlement with Marriott,"4-year breach of Starwood guest reservation database exposed 131.5 million guest records, including passport numbers and payment card information; Marriot to pay $52M nationally, $800K to Minnesota",9-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/09_Marriott.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/09_Marriott.asp,2024
2024 | Entry No. 612,Attorney General Ellison reaches settlement with nonprofit over founder’s misuse of charitable assets,AG’s investigation finds Shannon Steele unlawfully used $156K of Northern Lakes Rescue charitable assets for personal purposes; prohibited from serving nonprofit in any way,10-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/10_NorthernLakesRescue.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/10_NorthernLakesRescue.asp,2024
2024 | Entry No. 613,Attorney General Ellison’s Office to hold expungement clinic in Moorhead,"At the clinic, the Minnesota Attorney General’s Office will be available to review Minnesotans’ records, determine if they are eligible for expungement, and if they are, work with them and with the prosecutors to file the necessary paperwork to have their records sealed.",13-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/13_ExpungementClinic.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/13_ExpungementClinic.asp,2024
2024 | Entry No. 614,Attorney General Ellison secures victory against tax debt settlement company after 12-day trial,"Court found company deceived hundreds of Minnesotans knowingly and in bad faith, finding they were ‘essentially tricked into paying millions of dollars in fees to Wall’ and that company ‘inflicted significant injury upon hundreds of Minnesota consumers’",14-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/14_Wall.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/14_Wall.asp,2024
2024 | Entry No. 615,Attorney General Ellison helps secure tens of millions in refunds for Xcel Energy customers,"At a hearing on October 15, 2024, the Public Utilities Commission sided with Attorney General Ellison’s Office and the Minnesota Department of Commerce when it voted to refund Xcel Energy customers tens of millions of dollars, with interest, for replacement power costs resulting from a power plant outage occurring in 2011.",17-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/17_Xcel.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/17_Xcel.asp,2024
2024 | Entry No. 616,Attorney General Ellison issues robocall warning to iDentidad,"Attorney General Ellison is part of the Anti-Robocall Multistate Litigation Task Force of 51 bipartisan attorneys general, which investigates and takes legal action against those responsible for routing illegal robocall traffic into and across the United States.",18-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/18_iDentidad.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/18_iDentidad.asp,2024
2024 | Entry No. 617,Attorney General Ellison shuts down fraudulent debt settlement companies and secures over $1 million in refunds for consumers,"In total, Ellison has returned over $2.8 million to victims of predatory debt settlement companies",21-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/21_FinancialSolutionsGroup.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/21_FinancialSolutionsGroup.asp,2024
2024 | Entry No. 618,SCAM STOPPER: Attorney General Ellison shares steps to take following a data breach,"The warning is part of the Attorney General’s monthly Scam Stopper series, aiming to help protect Minnesota consumers from common scams.",29-Oct-24,https://www.ag.state.mn.us/Office/Communications/2024/10/29_DataBreach.asp,https://www.ag.state.mn.us/Office/Communications/2024/10/29_DataBreach.asp,2024
2024 | Entry No. 619,Attorney General Ellison secures settlement to improve access to mental healthcare,"Blue Cross will voluntarily contribute $600,000 to Minnesota State University-Mankato for use by the Center for Rural Behavioral Health",1-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/01_BlueCross.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/01_BlueCross.asp,2024
2024 | Entry No. 620,Attorney General Ellison announces $49M in settlements in generic drug price-fixing litigation,Heritage Pharmaceuticals and Apotex to cooperate in ongoing 50-state antitrust litigation against generic-drug companies,4-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/04_GenericDrugPrices.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/04_GenericDrugPrices.asp,2024
2024 | Entry No. 621,"Attorney General’s Office and Isanti County Attorney’s Office secure 2nd degree murder, other convictions in Isanti County","Court convicts Fredy Saavedra Olivar on four counts following December 2023 murder of Jose De Jesus Diaz Fernandes. Attorney General’s Office prosecuted this case upon request of Isanti County Attorney, per state law",7-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/07_SaavedraOlivar.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/07_SaavedraOlivar.asp,2024
2024 | Entry No. 622,Edgar Barrientos murder conviction vacated after AGO uncovered evidence of innocence,"AGO’s Conviction Review Unit helps free man wrongfully convicted in 2009; Barrientos released from prison, case against him dismissed",7-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/07_Barrientos-Quintana.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/07_Barrientos-Quintana.asp,2024
2024 | Entry No. 623,Attorney General Ellison requires charity to dissolve over governance violations,"Urban Advantage Services failed to register and meet basic governance standards, abandoned charitable purpose",8-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/08_UrbanAdvantageServices.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/08_UrbanAdvantageServices.asp,2024
2024 | Entry No. 624,SCAM STOPPER: Attorney General Ellison warns of claim sharks on Veterans Day,"The warning is part of the Attorney General’s monthly ""Scam Stoppers"" series, aiming to protect Minnesota consumers from common scams",8-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/08_ClaimSharks.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/08_ClaimSharks.asp,2024
2024 | Entry No. 625,Attorney General Ellison reaches $3.5 million settlement with Edina Realty,Settlement resolves investigation into Edina’s alleged breaches of fiduciary duties firm owes its clients; Edina will provide refunds for consumers and reforms to its business practices going forward,19-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/19_EdinaRealty.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/19_EdinaRealty.asp,2024
2024 | Entry No. 626,Attorney General Ellison proposes remedies for ending Google’s illegal search-engine monopoly,"Joins bipartisan coalition of AGs and USDOJ in asking court to prohibit Google from paying to be default search engine, require Google to share unlawfully obtained data with rivals, and divest Chrome browser, among other remedies",21-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/21_Google.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/21_Google.asp,2024
2024 | Entry No. 627,Attorney General Ellison reaches $142K settlement with Conagra over employment statements,"Conagra to provide compliant employment statements, pay restitution to workers for past non-compliance",21-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/21_Conagra.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/21_Conagra.asp,2024
2024 | Entry No. 628,Attorney General Ellison issues alert to seniors with Medicare Advantage,"Major health care providers no longer accepting certain Medicare Advantage Plans, dramatically changing care options for over 60,000 Minnesotans",25-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/25_Medicare.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/25_Medicare.asp,2024
2024 | Entry No. 629,Attorney General Ellison secures consent order stopping high-cost online lenders and discharging illegal loans,"Consent order is result of settlement with consortium of online lenders, halting further lending at illegal 200-800% interest rates and cancelling existing loan balances likely totaling over $1M",26-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/26_LDFHoldings.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/26_LDFHoldings.asp,2024
2024 | Entry No. 630,Attorney General Ellison urges Humana to correct misinformation regarding Medicare Advantage,"Major health care providers no longer accepting certain Medicare Advantage Plans, dramatically changing care options for over 60,000 Minnesotans. Humana reportedly advertised to consumers that certain providers would be in-network when that is not the case.",26-Nov-24,https://www.ag.state.mn.us/Office/Communications/2024/11/26_Humana_Medicare.asp,https://www.ag.state.mn.us/Office/Communications/2024/11/26_Humana_Medicare.asp,2024
